id_peli,titulo,año,pais,tipo,puntuacion,votos
6707,El agente secreto,1936,Reino Unido,Película,6.37,1939
6708,Testamento de juventud,2014,Reino Unido,Película,6.32,1872
6709,La gran guerra,1959,Italia,Película,7.75,1572
6710,Remordimiento,1932,Estados Unidos,Película,8.02,1572
6711,El gran desfile,1925,Estados Unidos,Película,7.86,1490
6712,La patrulla perdida,1934,Estados Unidos,Película,6.8,1485
6713,Alas,1927,Estados Unidos,Película,7.27,1406
6714,Sunset Song,2015,Reino Unido,Película,5.82,1337
6715,Vida y muerte del Coronel Blimp,1943,Reino Unido,Película,7.43,1335
6716,El Barón Rojo,1971,Estados Unidos,Película,6.17,1170
6717,La vida y nada más,1989,Francia,Película,7.08,1030
6718,El león del desierto,1980,Estados Unidos,Película,6.68,1005
6719,El batallón perdido (TV),2001,Estados Unidos,TV,6.19,922
6720,Ellos no envejecerán,2018,Reino Unido,Película,7.48,840
6721,Adiós a las armas,1957,Estados Unidos,Película,5.99,799
6722,Senderos de honor,2017,Reino Unido,Película,5.87,791
6723,Rey y Patria,1964,Reino Unido,Película,7.35,773
6724,"Biggles, el viajero del tiempo",1986,Reino Unido,Película,4.91,734
6725,Las guardianas,2017,Francia,Película,6.08,640
6726,La gran ruta hacia China,1983,Estados Unidos,Película,5.53,632
6727,Las águilas azules,1966,Estados Unidos,Película,6.53,600
6728,La flauta mágica,2006,Reino Unido,Película,6.19,535
6729,La infancia de un líder,2015,Reino Unido,Película,6.02,533
6730,Malditos bastardos,2009,Estados Unidos,Película,7.79,152095
6731,Salvar al soldado Ryan,1998,Estados Unidos,Película,7.79,138232
6732,El gran dictador,1940,Estados Unidos,Película,8.57,84071
6733,Cartas desde Iwo Jima,2006,Estados Unidos,Película,7.44,50793
6734,Doce del patíbulo,1967,Estados Unidos,Película,7.73,38393
6735,Windtalkers,2002,Estados Unidos,Película,5.67,26200
6736,Los cañones de Navarone,1961,Reino Unido,Película,7.36,25245
6737,El submarino (Das Boot),1981,Alemania del Oeste (RFA),Película,7.72,21873
6738,The Pacific (Miniserie de TV),2010,Estados Unidos,Miniserie de TV,7.53,21002
6739,El libro negro,2006,Países Bajos (Holanda),Película,7.05,17350
6740,"Roma, ciudad abierta",1945,Italia,Película,8.18,15729
6741,La bruja novata,1971,Estados Unidos,Película,6.66,14543
6742,Shin Chan (Serie de TV),1992,Japón,Serie de TV,5.67,36221
6743,"Rugrats, aventuras en pañales (Serie de TV)",1991,Estados Unidos,Serie de TV,5.88,25729
6744,"Marco, de los Apeninos a los Andes (Serie de TV)",1976,Japón,Serie de TV,5.73,23608
6745,Oliver Twist,2005,Reino Unido,Película,6.38,19770
6746,It - Eso (TV),1990,Estados Unidos,TV,5.8,17916
6747,Tú a Londres y yo a California,1998,Estados Unidos,Película,4.49,17540
6748,Léolo,1992,Canadá,Película,7.46,16383
6749,Bestias del sur salvaje,2012,Estados Unidos,Película,6.5,15352
6750,Verano azul (Serie de TV),1981,España,Serie de TV,6.16,15340
6751,Un niño grande,2002,Reino Unido,Película,6.01,14605
6752,El Sur,1983,España,Película,7.76,14267
6753,Contra la pared,2004,Alemania,Película,7.46,12577
6754,"Un franco, 14 pesetas",2006,España,Película,6.71,12499
6755,Brooklyn,2015,Irlanda,Película,6.64,12423
6756,Un horizonte muy lejano,1992,Estados Unidos,Película,5.89,10841
6757,The Visitor,2007,Estados Unidos,Película,7.18,10611
6758,El Havre,2011,Finlandia,Película,6.91,10102
6759,Samba,2014,Francia,Película,6.17,7771
6760,Solo un beso,2004,Reino Unido,Película,6.73,6301
6761,En América,2002,Irlanda,Película,7.05,6269
6762,El sueño de Ellis,2013,Estados Unidos,Película,6.11,6143
6763,Frozen River (Río Helado),2008,Estados Unidos,Película,6.8,5740
6764,The Yellow Sea,2010,Corea del Sur,Película,6.67,5576
6765,Las chicas de la 6ª planta,2010,Francia,Película,6.05,4724
6766,Código desconocido,2000,Francia,Película,6.66,4491
6767,El otro lado de la esperanza,2017,Finlandia,Película,6.82,4371
6768,Negocios ocultos,2002,Reino Unido,Película,6.57,4249
6769,Flores de otro mundo,1999,España,Película,6.55,4221
6770,Casa ajena,2020,Reino Unido,Película,5.54,4211
6771,Vientos de agua (Serie de TV),2005,Argentina,Serie de TV,7.62,4179
6772,Breaking and Entering,2006,Reino Unido,Película,6.13,3924
6773,Mi hermosa lavandería,1985,Reino Unido,Película,6.24,3865
6774,Dheepan,2015,Francia,Película,6.68,3825
6775,Oriente es oriente,1999,Reino Unido,Película,7.04,3691
6776,En un mundo libre,2007,Reino Unido,Película,6.43,3606
6777,Territorio prohibido,2009,Estados Unidos,Película,5.89,3597
6778,Ismael,2013,España,Película,5.43,3437
6779,"¡Vente a Alemania, Pepe!",1971,España,Película,5.1,3260
6780,Welcome,2009,Francia,Película,7.15,3259
6781,Minari. Historia de mi familia,2020,Estados Unidos,Película,6.92,3248
6782,"América, América",1963,Estados Unidos,Película,7.88,3236
6783,El médico africano,2015,Francia,Película,6.21,3000
6784,La buena mentira,2014,Estados Unidos,Película,6.65,2804
6785,In This World (En este mundo),2002,Reino Unido,Película,7.27,2610
6786,Una vida mejor (A Better Life),2011,Estados Unidos,Película,6.7,2589
6787,Antz (Hormigaz),1998,Estados Unidos,Película,6.32,96343
6788,Ant-Man,2015,Estados Unidos,Película,6.2,35581
6789,Ant-Man y la Avispa,2018,Estados Unidos,Película,5.96,19680
6790,Black Mirror: Odio nacional (TV),2016,Reino Unido,TV,7.25,17297
6791,Bee Movie,2007,Estados Unidos,Película,5.45,11065
6792,Mimic,1997,Estados Unidos,Película,5.22,10968
6793,James y el melocotón gigante,1996,Estados Unidos,Película,6.41,9193
6794,Las aventuras de la abeja Maya (Serie de TV),1975,Japón,Serie de TV,5.35,8557
6795,Cuando ruge la marabunta,1954,Estados Unidos,Película,6.47,7703
6796,Epic. El mundo secreto,2013,Estados Unidos,Película,5.98,7051
6797,El almuerzo desnudo,1991,Canadá,Película,6.51,6859
6798,El cuchitril de Joe,1996,Estados Unidos,Película,5.32,3380
6799,Phenomena,1985,Italia,Película,6.17,3042
6800,La mujer de la arena,1964,Japón,Película,8.12,2681
6801,"Ant Bully, bienvenido al hormiguero",2006,Estados Unidos,Película,5.52,2658
6802,La hormiga atómica (Serie de TV),1965,Estados Unidos,Serie de TV,5.37,2532
6803,Microcosmos,1996,Francia,Película,7.66,1852
6804,Minúsculos: El valle de las hormigas perdidas,2013,Francia,Película,6.54,1813
6805,El enjambre,1978,Estados Unidos,Película,4.63,1758
6806,La hormiga y el oso hormiguero (Serie de TV),1969,Estados Unidos,Serie de TV,6.21,1256
6807,Infestación,2009,Estados Unidos,Película,4.19,1069
6808,La venganza del cámara de cine (C),1912,Rusia,Cortometraje,6.89,1036
6809,Sucesos en la cuarta fase,1974,Reino Unido,Película,6.15,1025
6810,Metamorfosis (Masters of Horror Series) (TV),2005,Estados Unidos,TV,4.56,983
6811,De amor y monstruos,2020,Estados Unidos,Película,6.18,900
6812,"Ferdy, la hormiga (Serie de TV)",1984,Alemania del Este (RDA),Serie de TV,4.55,870
6813,Mimic 2,2001,Estados Unidos,Película,3.27,867
6814,Honeyland,2019,Macedonia,Película,7.39,787
6815,Abejas asesinas (TV),2002,Canadá,TV,2.43,762
6816,Marabunta (TV),1998,Estados Unidos,TV,2.44,733
6817,El saltamontes y las hormigas (C),1934,Estados Unidos,Cortometraje,5.98,641
6818,La Pantera Rosa: El mosquito impertinente (C),1965,Estados Unidos,Cortometraje,6.8,546
6819,Están dentro (TV),2000,Estados Unidos,TV,3.57,522
6820,El imperio de las hormigas,1977,Estados Unidos,Película,2.52,516
6821,Marabunta (TV),2008,Estados Unidos,TV,2.05,513
6822,Una noche terrible (C),1896,Francia,Cortometraje,5.07,495
6823,Hormigas asesinas (TV),2007,Canadá,TV,2.27,462
6824,Mimic 3,2003,Estados Unidos,Película,2.59,454
6825,Avispas asesinas (TV),2007,Canadá,TV,2.34,450
6826,Black Mirror: El himno nacional (TV),2011,Reino Unido,TV,7.63,44530
6827,Black Mirror: Ahora mismo vuelvo (TV),2013,Reino Unido,TV,7.42,35374
6828,La red,1995,Estados Unidos,Película,5.19,35122
6829,Black Mirror (Serie de TV),2011,Reino Unido,Serie de TV,8.23,29474
6830,Operación Swordfish,2001,Estados Unidos,Película,6.02,26130
6831,The IT Crowd (Los Informáticos) (Serie de TV),2006,Reino Unido,Serie de TV,7.64,25587
6832,Utopia (Serie de TV),2013,Reino Unido,Serie de TV,7.65,20560
6833,Black Mirror: Cállate y baila (TV),2016,Reino Unido,TV,7.18,19873
6834,Steve Jobs,2015,Estados Unidos,Película,6.12,19160
6835,Transcendence,2014,Estados Unidos,Película,5.22,15586
6836,Black Mirror: Arkangel (TV),2017,Reino Unido,TV,6.47,15488
6837,Los becarios,2013,Estados Unidos,Película,5.1,13875
6838,Ralph rompe Internet,2018,Estados Unidos,Película,6.52,13266
6839,Searching,2018,Estados Unidos,Película,6.68,10912
6840,Open Windows,2014,España,Película,5.09,10336
6841,Silicon Valley (Serie de TV),2014,Estados Unidos,Serie de TV,7.43,9219
6842,Sex Tape. Algo pasa en la nube,2014,Estados Unidos,Película,3.88,9121
6843,"Nerve, un juego sin reglas",2016,Estados Unidos,Película,5.42,8992
6844,El círculo,2017,Estados Unidos,Película,5.0,8452
6845,You (Serie de TV),2018,Estados Unidos,Serie de TV,6.34,8428
6846,Eliminado,2014,Estados Unidos,Película,4.8,7655
6847,La señal,2014,Estados Unidos,Película,5.21,7312
6848,Desconexión,2012,Estados Unidos,Película,6.94,7095
6849,El dilema de las redes sociales,2020,Estados Unidos,Película,6.83,7078
6850,Un espía y medio,2016,Estados Unidos,Película,5.04,6564
6851,Citizenfour,2014,Estados Unidos,Película,7.19,6384
6852,Rastro oculto,2008,Estados Unidos,Película,5.43,6144
6853,Piratas de Silicon Valley (TV),1999,Estados Unidos,TV,6.21,5722
6854,Juego de patriotas,1992,Estados Unidos,Película,6.32,35743
6855,La sombra del diablo,1997,Estados Unidos,Película,5.86,16862
6856,Bloody Sunday (Domingo sangriento),2002,Reino Unido,Película,7.42,10272
6857,Michael Collins,1996,Irlanda,Película,6.73,8920
6858,Juego de lágrimas,1992,Irlanda,Película,7.15,8266
6859,Desayuno en Plutón,2005,Irlanda,Película,6.81,6595
6860,El extranjero,2017,Reino Unido,Película,6.09,4462
6861,Agenda oculta,1990,Reino Unido,Película,7.16,4391
6862,El delator,1935,Estados Unidos,Película,7.55,3430
6863,Omagh (TV),2004,Irlanda,TV,6.96,3380
6864,50 hombres muertos,2008,Reino Unido,Película,6.36,3152
6865,Cinco minutos de gloria,2009,Reino Unido,Película,5.87,3058
6866,El General,1998,Reino Unido,Película,6.91,2994
6867,En el nombre del hijo,1996,Irlanda,Película,6.84,2507
6868,Derry Girls (Serie de TV),2018,Reino Unido,Serie de TV,7.29,2289
6869,Réquiem por los que van a morir,1987,Reino Unido,Película,6.14,1785
6870,Agente doble,2012,Reino Unido,Película,5.53,1760
6871,Larga es la noche,1947,Reino Unido,Película,7.13,1616
6872,El largo viernes santo,1980,Reino Unido,Película,6.79,1035
6873,Mr. Nice,2010,Reino Unido,Película,6.28,728
6874,La fuga de Maze,2017,Irlanda,Película,5.52,678
6875,El viaje,2016,Reino Unido,Película,6.18,660
6876,Cal,1984,Reino Unido,Película,6.32,214
6877,El arado y las estrellas,1936,Estados Unidos,Película,6.25,154
6878,Borstal Boy,2000,Irlanda,Película,6.56,144
6879,Luces de rebeldía,1959,Irlanda,Película,6.59,113
6880,Divorcing Jack,1998,Reino Unido,Película,5.9,110
6881,Jaque a la reina (Hennessy),1975,Reino Unido,Película,5.81,79
6882,Juego sucio (The Informant),1997,Irlanda,Película,5.4,67
6883,Titanic Town,1998,Reino Unido,Película,5.67,54
6884,El mundo nunca es suficiente,1999,Reino Unido,Película,5.42,16263
6885,James Bond contra Goldfinger,1964,Reino Unido,Película,6.9,13405
6886,Desde Rusia con amor,1963,Reino Unido,Película,6.62,10632
6887,Nunca digas nunca jamás,1983,Reino Unido,Película,5.99,7450
6888,Octopussy,1983,Reino Unido,Película,5.92,7139
6889,Moonraker,1979,Reino Unido,Película,5.59,6835
6890,Sólo se vive dos veces,1967,Reino Unido,Película,6.27,6797
6891,Operación Trueno,1965,Reino Unido,Película,6.26,6565
6892,Licencia para matar,1989,Reino Unido,Película,5.38,6559
6893,Diamantes para la eternidad,1971,Reino Unido,Película,6.09,6277
6894,El hombre de la pistola de oro,1974,Reino Unido,Película,6.08,6061
6895,La espía que me amó,1977,Reino Unido,Película,6.09,5884
6896,Panorama para matar,1985,Reino Unido,Película,5.76,5866
6897,Vive y deja morir,1973,Reino Unido,Película,5.89,5489
6898,Sólo para sus ojos,1981,Reino Unido,Película,5.91,5338
6899,007 al servicio secreto de su Majestad,1969,Reino Unido,Película,5.63,4959
6900,Casino Royale,1967,Reino Unido,Película,5.28,3868
6901,James Bond Jr (Serie de TV),1991,Estados Unidos,Serie de TV,4.02,527
6902,Spyz (C),2003,Reino Unido,Cortometraje,2.2,160
6903,Bruce Linito: Agente 003 y 1/2,1981,Filipinas,Película,4.35,125
6904,007: Chicas para la eternidad (TV),2002,Estados Unidos,TV,5.55,98
6905,Everything or Nothing,2012,Reino Unido,Película,6.4,91
6906,Casino Royale (TV),1954,Estados Unidos,TV,5.06,90
6907,Como se hizo 'Goldfinger',2000,Estados Unidos,Película,6.03,69
6908,Como se hizo 'Dr. No',2000,Estados Unidos,Película,6.49,59
6909,El auténtico Bond (TV),2007,Canadá,TV,6.53,55
6910,Cómo se hizo 'Operación Trueno',1995,Reino Unido,Película,6.24,42
6911,Como se hizo 'Desde Rusia con Amor',2000,Estados Unidos,Película,6.22,41
6912,Tráfico ilegal,1968,Reino Unido,Película,4.75,40
6913,Los siete samuráis,1954,Japón,Película,8.45,40991
6914,Rashomon,1950,Japón,Película,8.09,19987
6915,Yojimbo (El mercenario),1961,Japón,Película,8.06,14299
6916,Silencio,2016,Estados Unidos,Película,6.32,13527
6917,La leyenda del samurái (47 Ronin),2013,Estados Unidos,Película,5.33,13088
6918,Harakiri (Seppuku),1962,Japón,Película,8.51,11194
6919,13 asesinos,2010,Japón,Película,6.75,9332
6920,"Kenshin, El Guerrero Samurái (Serie de TV)",1996,Japón,Serie de TV,7.69,9198
6921,Cuentos de la luna pálida,1953,Japón,Película,8.18,8719
6922,Trono de sangre,1957,Japón,Película,8.1,8220
6923,"Kagemusha, la sombra del guerrero",1980,Japón,Película,7.85,8089
6924,Samurai Champloo (Serie de TV),2004,Japón,Serie de TV,7.78,7746
6925,La fortaleza escondida,1958,Japón,Película,7.61,5226
6926,El ocaso del samurái,2002,Japón,Película,7.61,5154
6927,Azumi,2003,Japón,Película,5.93,4455
6928,"Kenshin, el guerrero samurái",2012,Japón,Película,6.45,4057
6929,Sanjuro,1962,Japón,Película,7.75,3827
6930,Onibaba,1964,Japón,Película,7.73,3469
6931,Hara-kiri: Muerte de un samurai,2011,Japón,Película,6.83,3430
6932,El samurái sin nombre (Sword of the Stranger),2007,Japón,Película,7.15,3103
6933,Samurai Rebellion,1967,Japón,Película,8.18,2442
6934,"Vida de Oharu, mujer galante",1952,Japón,Película,8.07,2379
6935,La espada del inmortal,2017,Japón,Película,5.82,2237
6936,La espada oculta,2004,Japón,Película,7.27,1985
6937,Shinobi,2005,Japón,Película,5.92,1895
6938,"Kenshin, El Guerrero Samurái: Final",2001,Japón,Película,7.43,1868
6939,Los amantes crucificados,1954,Japón,Película,8.06,1866
6940,"Kenshin, El Guerrero Samurái: La Película",1997,Japón,Película,6.19,1630
6941,Azumi 2: Death or Love,2005,Japón,Película,5.46,1624
6942,"Kenshin, el guerrero samurái 2: Infierno en Kioto",2014,Japón,Película,6.69,1603
6943,Basilisk (Serie de TV),2005,Japón,Serie de TV,7.24,1562
6944,Gohatto,1999,Japón,Película,6.03,1382
6945,Shogun (Miniserie de TV),1980,Estados Unidos,Miniserie de TV,6.79,1343
6946,"Kenshin, el guerrero samurái 3: El fin de la leyenda",2014,Japón,Película,6.53,1343
6947,Samurái,1954,Japón,Película,7.3,1209
6948,La espada del samurái,2002,Japón,Película,6.69,930
6949,Ninja Scroll TV (Serie de TV),2003,Japón,Serie de TV,6.42,890
6950,La espada del mal,1966,Japón,Película,7.32,824
6951,La puerta del infierno,1953,Japón,Película,6.87,795
6952,Shin Chan: El pequeño samurái,2002,Japón,Película,5.74,793
6953,47 Ronin,1962,Japón,Película,7.3,766
6954,Scabbard Samurai,2011,Japón,Película,6.79,764
6955,Burlesque,2010,Estados Unidos,Película,5.45,7626
6956,Rebeldes del swing,1993,Estados Unidos,Película,6.71,6709
6957,"New York, New York",1977,Estados Unidos,Película,6.79,4814
6958,El hombre del brazo de oro,1955,Estados Unidos,Película,7.3,4286
6959,"Hello, Dolly!",1969,Estados Unidos,Película,6.85,2008
6960,Música y lágrimas,1953,Estados Unidos,Película,6.91,1889
6961,"Mo' better blues (Cuanto más, ¡mejor!)",1990,Estados Unidos,Película,6.62,1772
6962,Miles Ahead,2015,Estados Unidos,Película,5.79,1716
6963,Born to Be Blue,2015,Canadá,Película,6.46,1614
6964,Whiplash (C),2013,Estados Unidos,Cortometraje,7.05,1555
6965,El cantor de Jazz,1927,Estados Unidos,Película,6.22,1375
6966,El trompetista,1950,Estados Unidos,Película,7.14,1024
6967,Kansas City,1996,Estados Unidos,Película,6.31,975
6968,Un día volveré (París Blues),1961,Estados Unidos,Película,6.56,853
6969,Martin Scorsese presenta the Blues - The Soul of a Man,2003,Estados Unidos,Película,7.48,816
6970,Miles Davis: Birth of the Cool,2019,Estados Unidos,Película,7.21,521
6971,Rhapsody in Blue (C),2000,Estados Unidos,Cortometraje,7.13,484
6972,Kids on the Slope (Serie de TV),2012,Japón,Serie de TV,7.42,436
6973,El expreso del amanecer (C),1953,Estados Unidos,Cortometraje,6.91,425
6974,Al fin solos,1940,Estados Unidos,Película,5.62,407
6975,Chasing Trane: The John Coltrane Documentary,2016,Estados Unidos,Película,6.6,366
6976,Fantasía en colores (C),1949,Canadá,Cortometraje,6.38,324
6977,"Jazz, la historia (Miniserie de TV)",2001,Reino Unido,Miniserie de TV,8.13,318
6978,Too Late Blues,1961,Estados Unidos,Película,6.86,294
6979,El ocaso de una estrella,1972,Estados Unidos,Película,6.28,276
6980,I Love to Singa (C),1936,Estados Unidos,Cortometraje,6.65,261
6981,Jammin' the Blues (C),1944,Estados Unidos,Cortometraje,7.25,198
6982,Tres días de amor y fe,1943,Estados Unidos,Película,5.04,196
6983,Michel Petrucciani,2011,Francia,Película,7.13,189
6984,I Called Him Morgan,2016,Estados Unidos,Película,6.99,180
6985,The Ring (La señal),2002,Estados Unidos,Película,6.37,74678
6986,Presencias extrañas,2009,Estados Unidos,Película,5.35,5755
6987,Three... Extremes,2004,Hong Kong,Película,6.43,4185
6988,El grito 2,2006,Estados Unidos,Película,4.51,4118
6989,La maldición 2,2003,Japón,Película,5.32,4114
6990,El más allá,1964,Japón,Película,7.71,3676
